Decision Tree,Train Quantity,Test Quantity,Repetition,Accuracy
Original,4000,4000,95,1
Original,4000,4000,96,1
Original,4000,4000,97,1
Original,4000,4000,98,0.999
Original,4000,4000,99,1
Original,4000,4000,100,1
Library,4,4,1, 0.5
Library,4,4,2, 0.5
Library,4,4,3, 0.5
Library,4,4,4, 0.5
Library,4,4,5, 0.5
Library,4,4,6, 0.5
Library,4,4,7, 0.5
Library,4,4,8, 0.5
Library,4,4,9, 1
Library,4,4,10, 1
Library,4,4,11, 1
Library,4,4,12, 1
Library,4,4,13, 1
Library,4,4,14, 0.5
Library,4,4,15, 0.5
Library,4,4,16, 0.5
Library,4,4,17, 0.5
Library,4,4,18, 0.5
Library,4,4,19, 0.25
Library,4,4,20, 0.25
Library,4,4,21, 0.25
Library,4,4,22, 0.25
Library,4,4,23, 0.25
Library,4,4,24, 0
Library,4,4,25, 0
Library,4,4,26, 0
Library,4,4,27, 0
Library,4,4,28, 0.75
Library,4,4,29, 0.75
Library,4,4,30, 0.75
Library,4,4,31, 0.75
Library,4,4,32, 0.75
Library,4,4,33, 0.75
Library,4,4,34, 0.75
Library,4,4,35, 0.25
Library,4,4,36, 0.25
Library,4,4,37, 0.25
Library,4,4,38, 0.25
Library,4,4,39, 0.75
Library,4,4,40, 0.75
Library,4,4,41, 0.75
Library,4,4,42, 0.75
Library,4,4,43, 0.75
Library,4,4,44, 0.5
Library,4,4,45, 0.5
Library,4,4,46, 0.5
Library,4,4,47, 0.5
Library,4,4,48, 0.5
Library,4,4,49, 0.5
Library,4,4,50, 0.5
Library,4,4,51, 0.5
Library,4,4,52, 0.5
Library,4,4,53, 0.5
Library,4,4,54, 0.25
Library,4,4,55, 0.25
Library,4,4,56, 0.25
Library,4,4,57, 0.25
Library,4,4,58, 0.25
Library,4,4,59, 0.5
Library,4,4,60, 0.5
Library,4,4,61, 0.5
Library,4,4,62, 0.5
Library,4,4,63, 0.25
Library,4,4,64, 0.25
Library,4,4,65, 0.25
Library,4,4,66, 0.25
Library,4,4,67, 0.25
Library,4,4,68, 1
Library,4,4,69, 1
Library,4,4,70, 1
Library,4,4,71, 1
Library,4,4,72, 1
Library,4,4,73, 1
Library,4,4,74, 0
Library,4,4,75, 0
Library,4,4,76, 0
Library,4,4,77, 0
Library,4,4,78, 0
Library,4,4,79, 0.5
Library,4,4,80, 0.5
Library,4,4,81, 0.5
Library,4,4,82, 0.5
Library,4,4,83, 0.5
Library,4,4,84, 0.75
Library,4,4,85, 0.75
Library,4,4,86, 0.75
Library,4,4,87, 0.75
Library,4,4,88, 0.75
Library,4,4,89, 0.75
Library,4,4,90, 0.75
Library,4,4,91, 0.75
Library,4,4,92, 1
Library,4,4,93, 1
Library,4,4,94, 1
Library,4,4,95, 1
Library,4,4,96, 0.75
Library,4,4,97, 0.75
Library,4,4,98, 0.75
Library,4,4,99, 0.75
Library,4,4,100, 0.75
Library,4,40,1, 0.775
Library,4,40,2, 0.5
Library,4,40,3, 0.5
Library,4,40,4, 0.55
Library,4,40,5, 0.55
Library,4,40,6, 0.75
Library,4,40,7, 0.6
Library,4,40,8, 0.6
Library,4,40,9, 0.6
Library,4,40,10, 0.9
Library,4,40,11, 0.475
Library,4,40,12, 0.475
Library,4,40,13, 0.575
Library,4,40,14, 0.575
Library,4,40,15, 0.8
Library,4,40,16, 0.8
Library,4,40,17, 0.75
Library,4,40,18, 0.525
Library,4,40,19, 0.525
Library,4,40,20, 0.725
Library,4,40,21, 0.725
Library,4,40,22, 0.525
Library,4,40,23, 0.675
Library,4,40,24, 0.85
Library,4,40,25, 0.85
Library,4,40,26, 0.725
Library,4,40,27, 0.725
Library,4,40,28, 0.85
Library,4,40,29, 0.85
Library,4,40,30, 0.5
Library,4,40,31, 0.725
Library,4,40,32, 0.725
Library,4,40,33, 0.6
Library,4,40,34, 0.6
Library,4,40,35, 0.55
Library,4,40,36, 0.55
Library,4,40,37, 0.375
Library,4,40,38, 0.375
Library,4,40,39, 0.425
Library,4,40,40, 0.425
Library,4,40,41, 0.5
Library,4,40,42, 0.5
Library,4,40,43, 0.525
Library,4,40,44, 0.525
Library,4,40,45, 0.775
Library,4,40,46, 0.775
Library,4,40,47, 0.825
Library,4,40,48, 0.65
Library,4,40,49, 0.65
Library,4,40,50, 0.625
Library,4,40,51, 0.625
Library,4,40,52, 0.75
Library,4,40,53, 0.75
Library,4,40,54, 0.325
Library,4,40,55, 0.325
Library,4,40,56, 0.5
Library,4,40,57, 0.5
Library,4,40,58, 0.825
Library,4,40,59, 0.825
Library,4,40,60, 0.8
Library,4,40,61, 0.8
Library,4,40,62, 0.8
Library,4,40,63, 0.8
Library,4,40,64, 0.65
Library,4,40,65, 0.5
Library,4,40,66, 0.5
Library,4,40,67, 0.6
Library,4,40,68, 0.6
Library,4,40,69, 0.775
Library,4,40,70, 0.775
Library,4,40,71, 0.675
Library,4,40,72, 0.675
Library,4,40,73, 0.475
Library,4,40,74, 0.65
Library,4,40,75, 0.65
Library,4,40,76, 0.75
Library,4,40,77, 0.75
Library,4,40,78, 0.65
Library,4,40,79, 0.65
Library,4,40,80, 0.85
Library,4,40,81, 0.85
Library,4,40,82, 0.8
Library,4,40,83, 0.8
Library,4,40,84, 0.775
Library,4,40,85, 0.775
Library,4,40,86, 0.275
Library,4,40,87, 0.275
Library,4,40,88, 0.5
Library,4,40,89, 0.5
Library,4,40,90, 0.675
Library,4,40,91, 0.675
Library,4,40,92, 0.475
Library,4,40,93, 0.475
Library,4,40,94, 0.875
Library,4,40,95, 0.65
Library,4,40,96, 0.65
Library,4,40,97, 0.65
Library,4,40,98, 0.65
Library,4,40,99, 0.625
Library,4,40,100, 0.625
Library,4,400,1, 0.375
Library,4,400,2, 0.575
Library,4,400,3, 0.685
Library,4,400,4, 0.7675
Library,4,400,5, 0.7475
Library,4,400,6, 0.5875
Library,4,400,7, 0.5375
Library,4,400,8, 0.5175
Library,4,400,9, 0.77
Library,4,400,10, 0.765
Library,4,400,11, 0.55
Library,4,400,12, 0.79
Library,4,400,13, 0.86
Library,4,400,14, 0.9125
Library,4,400,15, 0.5175
Library,4,400,16, 0.8975
Library,4,400,17, 0.73
Library,4,400,18, 0.5225
Library,4,400,19, 0.55
Library,4,400,20, 0.7
Library,4,400,21, 0.5675
Library,4,400,22, 0.87
Library,4,400,23, 0.485
Library,4,400,24, 0.6325
Library,4,400,25, 0.8875
Library,4,400,26, 0.5475
Library,4,400,27, 0.7725
Library,4,400,28, 0.61
Library,4,400,29, 0.55
Library,4,400,30, 0.75
Library,4,400,31, 0.7
Library,4,400,32, 0.5075
Library,4,400,33, 0.625
Library,4,400,34, 0.715
Library,4,400,35, 0.6275
Library,4,400,36, 0.4625
Library,4,400,37, 0.8575
Library,4,400,38, 0.76
Library,4,400,39, 0.6025
Library,4,400,40, 0.5825
Library,4,400,41, 0.545
Library,4,400,42, 0.485
Library,4,400,43, 0.53
Library,4,400,44, 0.9
Library,4,400,45, 0.8575
Library,4,400,46, 0.8
Library,4,400,47, 0.575
Library,4,400,48, 0.63
Library,4,400,49, 0.7525
Library,4,400,50, 0.4275
Library,4,400,51, 0.52
Library,4,400,52, 0.725
Library,4,400,53, 0.7775
Library,4,400,54, 0.7525
Library,4,400,55, 0.345
Library,4,400,56, 0.9075
Library,4,400,57, 0.8075
Library,4,400,58, 0.45
Library,4,400,59, 0.735
Library,4,400,60, 0.6025
Library,4,400,61, 0.575
Library,4,400,62, 0.8025
Library,4,400,63, 0.435
Library,4,400,64, 0.5075
Library,4,400,65, 0.505
Library,4,400,66, 0.7975
Library,4,400,67, 0.905
Library,4,400,68, 0.51
Library,4,400,69, 0.5425
Library,4,400,70, 0.515
Library,4,400,71, 0.715
Library,4,400,72, 0.575
Library,4,400,73, 0.7925
Library,4,400,74, 0.4725
Library,4,400,75, 0.7275
Library,4,400,76, 0.5575
Library,4,400,77, 0.87
Library,4,400,78, 0.535
Library,4,400,79, 0.755
Library,4,400,80, 0.5725
Library,4,400,81, 0.875
Library,4,400,82, 0.525
Library,4,400,83, 0.785
Library,4,400,84, 0.645
Library,4,400,85, 0.78
Library,4,400,86, 0.885
Library,4,400,87, 0.5125
Library,4,400,88, 0.7675
Library,4,400,89, 0.7175
Library,4,400,90, 0.8175
Library,4,400,91, 0.43
Library,4,400,92, 0.545
Library,4,400,93, 0.65
Library,4,400,94, 0.495
Library,4,400,95, 0.76
Library,4,400,96, 0.79
Library,4,400,97, 0.755
Library,4,400,98, 0.8075
Library,4,400,99, 0.745
Library,4,400,100, 0.55
Library,4,4000,1, 0.74475
Library,4,4000,2, 0.74425
Library,4,4000,3, 0.506
Library,4,4000,4, 0.56475
Library,4,4000,5, 0.6215
Library,4,4000,6, 0.52525
Library,4,4000,7, 0.4805
Library,4,4000,8, 0.7425
Library,4,4000,9, 0.7395
Library,4,4000,10, 0.88175
Library,4,4000,11, 0.732
Library,4,4000,12, 0.7405
Library,4,4000,13, 0.497
Library,4,4000,14, 0.8785
Library,4,4000,15, 0.74725
Library,4,4000,16, 0.62125
Library,4,4000,17, 0.76575
Library,4,4000,18, 0.7505
Library,4,4000,19, 0.755
Library,4,4000,20, 0.61225
Library,4,4000,21, 0.6165
Library,4,4000,22, 0.75425
Library,4,4000,23, 0.75575
Library,4,4000,24, 0.481
Library,4,4000,25, 0.74175
Library,4,4000,26, 0.442
Library,4,4000,27, 0.5445
Library,4,4000,28, 0.5535
Library,4,4000,29, 0.7735
Library,4,4000,30, 0.568
Library,4,4000,31, 0.78525
Library,4,4000,32, 0.747
Library,4,4000,33, 0.7415
Library,4,4000,34, 0.547
Library,4,4000,35, 0.74025
Library,4,4000,36, 0.61175
Library,4,4000,37, 0.50925
Library,4,4000,38, 0.621
Library,4,4000,39, 0.7845
Library,4,4000,40, 0.7135
Library,4,4000,41, 0.757
Library,4,4000,42, 0.5815
Library,4,4000,43, 0.59075
Library,4,4000,44, 0.73725
Library,4,4000,45, 0.745
Library,4,4000,46, 0.7385
Library,4,4000,47, 0.88925
Library,4,4000,48, 0.48375
Library,4,4000,49, 0.48025
Library,4,4000,50, 0.76325
Library,4,4000,51, 0.57825
Library,4,4000,52, 0.74675
Library,4,4000,53, 0.5635
Library,4,4000,54, 0.59425
Library,4,4000,55, 0.489
Library,4,4000,56, 0.54475
Library,4,4000,57, 0.75575
Library,4,4000,58, 0.6205
Library,4,4000,59, 0.74175
Library,4,4000,60, 0.889
Library,4,4000,61, 0.5765
Library,4,4000,62, 0.55275
Library,4,4000,63, 0.7385
Library,4,4000,64, 0.7815
Library,4,4000,65, 0.74475
Library,4,4000,66, 0.5495
Library,4,4000,67, 0.496
Library,4,4000,68, 0.51875
Library,4,4000,69, 0.59
Library,4,4000,70, 0.6195
Library,4,4000,71, 0.7625
Library,4,4000,72, 0.77125
Library,4,4000,73, 0.7495
Library,4,4000,74, 0.61175
Library,4,4000,75, 0.487
Library,4,4000,76, 0.58375
Library,4,4000,77, 0.59775
Library,4,4000,78, 0.75175
Library,4,4000,79, 0.78925
Library,4,4000,80, 0.78575
Library,4,4000,81, 0.7475
Library,4,4000,82, 0.44925
Library,4,4000,83, 0.777
Library,4,4000,84, 0.4745
Library,4,4000,85, 0.51675
Library,4,4000,86, 0.74575
Library,4,4000,87, 0.4815
Library,4,4000,88, 0.439
Library,4,4000,89, 0.53475
Library,4,4000,90, 0.759
Library,4,4000,91, 0.54125
Library,4,4000,92, 0.74125
Library,4,4000,93, 0.73275
Library,4,4000,94, 0.61475
Library,4,4000,95, 0.75225
Library,4,4000,96, 0.88475
Library,4,4000,97, 0.7375
Library,4,4000,98, 0.54375
Library,4,4000,99, 0.7425
Library,4,4000,100, 0.5535
Library,40,4,1, 1
Library,40,4,2, 0.75
Library,40,4,3, 0.75
Library,40,4,4, 0.75
Library,40,4,5, 0.75
Library,40,4,6, 0.75
Library,40,4,7, 0.75
Library,40,4,8, 0.75
Library,40,4,9, 1
Library,40,4,10, 1
Library,40,4,11, 1
Library,40,4,12, 1
Library,40,4,13, 1
Library,40,4,14, 0.75
Library,40,4,15, 0.75
Library,40,4,16, 0.75
Library,40,4,17, 0.75
Library,40,4,18, 0.75
Library,40,4,19, 1
Library,40,4,20, 1
Library,40,4,21, 1
Library,40,4,22, 1
Library,40,4,23, 1
Library,40,4,24, 1
Library,40,4,25, 1
Library,40,4,26, 1
Library,40,4,27, 1
Library,40,4,28, 1
Library,40,4,29, 1
Library,40,4,30, 1
Library,40,4,31, 1
Library,40,4,32, 1
Library,40,4,33, 1
Library,40,4,34, 1
Library,40,4,35, 1
Library,40,4,36, 1
Library,40,4,37, 1
Library,40,4,38, 0.5
Library,40,4,39, 0.5
Library,40,4,40, 1
Library,40,4,41, 1
Library,40,4,42, 1
Library,40,4,43, 1
Library,40,4,44, 1
Library,40,4,45, 1
Library,40,4,46, 0.75
Library,40,4,47, 0.75
Library,40,4,48, 0.75
Library,40,4,49, 0.75
Library,40,4,50, 1
Library,40,4,51, 1
Library,40,4,52, 1
Library,40,4,53, 1
Library,40,4,54, 1
Library,40,4,55, 0.5
Library,40,4,56, 0.5
Library,40,4,57, 0.5
Library,40,4,58, 1
Library,40,4,59, 1
Library,40,4,60, 1
Library,40,4,61, 1
Library,40,4,62, 1
Library,40,4,63, 1
Library,40,4,64, 1
Library,40,4,65, 1
Library,40,4,66, 1
Library,40,4,67, 1
Library,40,4,68, 1
Library,40,4,69, 1
Library,40,4,70, 1
Library,40,4,71, 1
Library,40,4,72, 1
Library,40,4,73, 1
Library,40,4,74, 1
Library,40,4,75, 1
Library,40,4,76, 1
Library,40,4,77, 1
Library,40,4,78, 0.75
Library,40,4,79, 0.75
Library,40,4,80, 1
Library,40,4,81, 1
Library,40,4,82, 1
Library,40,4,83, 1
Library,40,4,84, 1
Library,40,4,85, 1
Library,40,4,86, 1
Library,40,4,87, 1
Library,40,4,88, 1
Library,40,4,89, 1
Library,40,4,90, 1
Library,40,4,91, 0.75
Library,40,4,92, 0.75
Library,40,4,93, 1
Library,40,4,94, 1
Library,40,4,95, 1
Library,40,4,96, 1
Library,40,4,97, 1
Library,40,4,98, 1
Library,40,4,99, 1
Library,40,4,100, 1
Library,40,40,1, 0.975
Library,40,40,2, 0.975
Library,40,40,3, 1
Library,40,40,4, 1
Library,40,40,5, 0.875
Library,40,40,6, 0.875
Library,40,40,7, 0.925
Library,40,40,8, 0.925
Library,40,40,9, 0.975
Library,40,40,10, 1
Library,40,40,11, 1
Library,40,40,12, 0.8
Library,40,40,13, 0.8
Library,40,40,14, 0.925
Library,40,40,15, 0.925
Library,40,40,16, 0.925
Library,40,40,17, 0.925
Library,40,40,18, 0.975
Library,40,40,19, 0.975
Library,40,40,20, 1
Library,40,40,21, 1
Library,40,40,22, 0.925
Library,40,40,23, 0.925
Library,40,40,24, 0.85
Library,40,40,25, 0.85
Library,40,40,26, 0.975
Library,40,40,27, 0.975
Library,40,40,28, 0.975
Library,40,40,29, 1
Library,40,40,30, 1
Library,40,40,31, 0.95
Library,40,40,32, 0.95
Library,40,40,33, 1
Library,40,40,34, 1
Library,40,40,35, 0.925
Library,40,40,36, 0.925
Library,40,40,37, 0.875
Library,40,40,38, 0.875
Library,40,40,39, 1
Library,40,40,40, 0.925
Library,40,40,41, 0.975
Library,40,40,42, 0.975
Library,40,40,43, 0.875
Library,40,40,44, 0.9
Library,40,40,45, 0.9
Library,40,40,46, 0.95
Library,40,40,47, 0.95
Library,40,40,48, 0.975
Library,40,40,49, 1
Library,40,40,50, 1
Library,40,40,51, 0.95
Library,40,40,52, 0.95
Library,40,40,53, 1
Library,40,40,54, 0.925
Library,40,40,55, 0.925
Library,40,40,56, 0.975
Library,40,40,57, 0.875
Library,40,40,58, 0.875
Library,40,40,59, 0.975
Library,40,40,60, 0.95
Library,40,40,61, 0.875
Library,40,40,62, 0.925
Library,40,40,63, 0.925
Library,40,40,64, 0.975
Library,40,40,65, 0.975
Library,40,40,66, 0.95
Library,40,40,67, 0.95
Library,40,40,68, 0.95
Library,40,40,69, 0.95
Library,40,40,70, 0.95
Library,40,40,71, 0.9
Library,40,40,72, 0.9
Library,40,40,73, 0.9
Library,40,40,74, 0.9
Library,40,40,75, 0.875
Library,40,40,76, 0.875
Library,40,40,77, 0.975
Library,40,40,78, 0.975
Library,40,40,79, 0.8
Library,40,40,80, 0.925
Library,40,40,81, 0.95
Library,40,40,82, 0.95
Library,40,40,83, 0.975
Library,40,40,84, 0.975
Library,40,40,85, 0.925
Library,40,40,86, 0.925
Library,40,40,87, 1
Library,40,40,88, 1
Library,40,40,89, 0.975
Library,40,40,90, 0.975
Library,40,40,91, 0.975
Library,40,40,92, 1
Library,40,40,93, 1
Library,40,40,94, 0.975
Library,40,40,95, 0.975
Library,40,40,96, 1
Library,40,40,97, 1
Library,40,40,98, 1
Library,40,40,99, 1
Library,40,40,100, 1
Library,40,400,1, 0.9725
Library,40,400,2, 0.9525
Library,40,400,3, 0.985
Library,40,400,4, 0.9525
Library,40,400,5, 0.8625
Library,40,400,6, 0.8775
Library,40,400,7, 0.9475
Library,40,400,8, 0.9425
Library,40,400,9, 0.9525
Library,40,400,10, 0.805
Library,40,400,11, 0.79
Library,40,400,12, 0.9575
Library,40,400,13, 0.9825
Library,40,400,14, 0.965
Library,40,400,15, 0.99
Library,40,400,16, 0.8725
Library,40,400,17, 0.945
Library,40,400,18, 0.905
Library,40,400,19, 0.875
Library,40,400,20, 0.93
Library,40,400,21, 0.8675
Library,40,400,22, 0.8225
Library,40,400,23, 0.9875
Library,40,400,24, 0.9
Library,40,400,25, 0.985
Library,40,400,26, 0.885
Library,40,400,27, 0.96
Library,40,400,28, 0.985
Library,40,400,29, 0.99
Library,40,400,30, 0.9775
Library,40,400,31, 0.9775
Library,40,400,32, 0.9925
Library,40,400,33, 0.885
Library,40,400,34, 0.92
Library,40,400,35, 0.855
Library,40,400,36, 0.945
Library,40,400,37, 0.8975
Library,40,400,38, 0.92
Library,40,400,39, 0.8675
Library,40,400,40, 0.9625
Library,40,400,41, 0.88
Library,40,400,42, 0.9175
Library,40,400,43, 0.9
Library,40,400,44, 0.9475
Library,40,400,45, 0.975
Library,40,400,46, 0.9575
Library,40,400,47, 0.9025
Library,40,400,48, 0.9875
Library,40,400,49, 0.965
Library,40,400,50, 0.955
Library,40,400,51, 0.975
Library,40,400,52, 0.9525
Library,40,400,53, 0.9425
Library,40,400,54, 0.96
Library,40,400,55, 0.9525
Library,40,400,56, 0.925
Library,40,400,57, 0.795
Library,40,400,58, 0.975
Library,40,400,59, 0.895
Library,40,400,60, 0.905
Library,40,400,61, 0.91
Library,40,400,62, 0.855
Library,40,400,63, 0.975
Library,40,400,64, 0.935
Library,40,400,65, 0.9375
Library,40,400,66, 0.82
Library,40,400,67, 0.9425
Library,40,400,68, 0.935
Library,40,400,69, 0.945
Library,40,400,70, 0.895
Library,40,400,71, 0.9075
Library,40,400,72, 0.925
Library,40,400,73, 0.925
Library,40,400,74, 0.9025
Library,40,400,75, 0.98
Library,40,400,76, 0.945
Library,40,400,77, 0.9575
Library,40,400,78, 0.9225
Library,40,400,79, 0.9725
Library,40,400,80, 0.8175
Library,40,400,81, 0.955
Library,40,400,82, 0.985
Library,40,400,83, 0.975
Library,40,400,84, 0.935
Library,40,400,85, 0.9475
Library,40,400,86, 0.8825
Library,40,400,87, 0.945
Library,40,400,88, 0.92
Library,40,400,89, 0.9675
Library,40,400,90, 0.965
Library,40,400,91, 0.9825
Library,40,400,92, 0.9575
Library,40,400,93, 0.9025
Library,40,400,94, 0.9375
Library,40,400,95, 0.8525
Library,40,400,96, 0.945
Library,40,400,97, 0.905
Library,40,400,98, 0.865
Library,40,400,99, 0.9875
Library,40,400,100, 0.965
Library,40,4000,1, 0.929
Library,40,4000,2, 0.87425
Library,40,4000,3, 0.98425
Library,40,4000,4, 0.98625
Library,40,4000,5, 0.8935
Library,40,4000,6, 0.893
Library,40,4000,7, 0.80425
Library,40,4000,8, 0.9495
Library,40,4000,9, 0.98525
Library,40,4000,10, 0.98075
Library,40,4000,11, 0.98125
Library,40,4000,12, 0.937
Library,40,4000,13, 0.91025
Library,40,4000,14, 0.9825
Library,40,4000,15, 0.86775
Library,40,4000,16, 0.982
Library,40,4000,17, 0.93475
Library,40,4000,18, 0.98725
Library,40,4000,19, 0.97675
Library,40,4000,20, 0.8855
Library,40,4000,21, 0.957
Library,40,4000,22, 0.961
Library,40,4000,23, 0.944
Library,40,4000,24, 0.99075
Library,40,4000,25, 0.899
Library,40,4000,26, 0.90725
Library,40,4000,27, 0.923
Library,40,4000,28, 0.985
Library,40,4000,29, 0.98575
Library,40,4000,30, 0.97525
Library,40,4000,31, 0.9745
Library,40,4000,32, 0.89125
Library,40,4000,33, 0.89475
Library,40,4000,34, 0.96875
Library,40,4000,35, 0.86825
Library,40,4000,36, 0.931
Library,40,4000,37, 0.91125
Library,40,4000,38, 0.94175
Library,40,4000,39, 0.978
Library,40,4000,40, 0.96425
Library,40,4000,41, 0.981
Library,40,4000,42, 0.9345
Library,40,4000,43, 0.9375
Library,40,4000,44, 0.942
Library,40,4000,45, 0.97175
Library,40,4000,46, 0.9525
Library,40,4000,47, 0.9795
Library,40,4000,48, 0.98275
Library,40,4000,49, 0.9225
Library,40,4000,50, 0.988
Library,40,4000,51, 0.94475
Library,40,4000,52, 0.915
Library,40,4000,53, 0.9875
Library,40,4000,54, 0.98475
Library,40,4000,55, 0.899
Library,40,4000,56, 0.905
Library,40,4000,57, 0.457
Library,40,4000,58, 0.94875
Library,40,4000,59, 0.986
Library,40,4000,60, 0.87925
Library,40,4000,61, 0.936
Library,40,4000,62, 0.87675
Library,40,4000,63, 0.98425
Library,40,4000,64, 0.92375
Library,40,4000,65, 0.8845
Library,40,4000,66, 0.93125
Library,40,4000,67, 0.87975
Library,40,4000,68, 0.9815
Library,40,4000,69, 0.98275
Library,40,4000,70, 0.984
Library,40,4000,71, 0.98775
Library,40,4000,72, 0.88625
Library,40,4000,73, 0.91175
Library,40,4000,74, 0.914
Library,40,4000,75, 0.895
Library,40,4000,76, 0.96625
Library,40,4000,77, 0.98575
Library,40,4000,78, 0.994
Library,40,4000,79, 0.9215
Library,40,4000,80, 0.89975
Library,40,4000,81, 0.951
Library,40,4000,82, 0.926
Library,40,4000,83, 0.95875
Library,40,4000,84, 0.95925
Library,40,4000,85, 0.97875
Library,40,4000,86, 0.89575
Library,40,4000,87, 0.95125
Library,40,4000,88, 0.93225
Library,40,4000,89, 0.93775
Library,40,4000,90, 0.9665
Library,40,4000,91, 0.98175
Library,40,4000,92, 0.89675
